#														
#   VizieR Astronomical Server vizier.u-strasbg.fr														
#    Date: 2021-08-14T10:59:04 [V1.99+ (14-Oct-2013)]														
#   In case of problem, please report to:	cds-question@unistra.fr													
#														
#														
#Coosys	J2000:	eq_FK5 J2000												
#INFO	votable-version=1.99+ (14-Oct-2013)													
#INFO	-ref=VIZ6117a0e22b8d18													
#INFO	-out.max=unlimited													
#INFO	queryParameters=23													
#-oc.form=dec														
#-out.max=unlimited														
#-out.add=_RAJ,_DEJ														
#-nav=cat:J/A+A/620/A89&tab:{J/A+A/620/A89/catalog}&key:source=J/A+A/620/A89&HTTPPRM:&														
#-c.eq=J2000														
#-c.r=  2														
#-c.u=arcmin														
#-c.geom=r														
#-source=J/A+A/620/A89/catalog														
#-order=I														
#-out=GOS														
#-out=XMM														
#-out=GaiaDR2														
#-out=RAJ2000														
#-out=DEJ2000														
#-out=DistG														
#-out=b_DistG														
#-out=B_DistG														
#-out=FX														
#-out=logFbol														
#-out=logLX														
#-out=logLbolG														
#-out=SimbadName														
#														
														
#RESOURCE=yCat_36200089														
#Name: J/A+A/620/A89														
#Title: X-ray catalog of Galactic O stars (Nebot Gomez-Moran+, 2018)														
#Table	J_A_A_620_A89_catalog:													
#Name: J/A+A/620/A89/catalog														
#Title: GOSXMM catalog														
251.73382083	-45.88731389	 339.51-00.41_01	3XMM J164656.0-455314	5.94010621325914E+018	16 46 56.117	-45 53 14.33	1988.721	1815.771	2197.048	3.795E-13	-5.874	32.254	38.801	 HD 151018
253.1973875	-41.78583333	 343.33+01.41_01	3XMM J165247.3-414708	5.96651916261048E+018	16 52 47.373	-41 47 09.00	1882.954	1688.161	2126.92	5.795E-13	-5.521	32.391	39.107	 HD 152003
253.48169167	-41.88096389	 343.39+01.18_01	3XMM J165355.5-415251	5.96650359764876E+018	16 53 55.606	-41 52 51.47	1507.023	1329.115	1738.212	2.027E-13	-5.952	31.741	38.482	 HD 152219
253.46522917	-41.84241944	 343.41+01.22_01	3XMM J165351.6-415033	5.96651582971567E+018	16 53 51.655	-41 50 32.71	1486.029	1344.193	1660.447	8.723E-14	-6.226	31.363	38.196	 HD 152200
253.52795417	-41.85199167	 343.44+01.17_01	3XMM J165406.6-415106	5.96650394124615E+018	16 54 06.709	-41 51 07.17	1509.842	1406.357	1629.392	5.986E-14	-6.569	31.213	37.867	 CPD -41 7721 A
253.54850417	-41.84924167	 343.45+01.16_01	3XMM J165411.5-415059	5.96650974804192E+018	16 54 11.641	-41 50 57.27	1962.532	1765.353	2207.696	7.476E-13	-5.427	32.537	39.237	 HD 152249
253.54192917	-41.82503333	 343.46+01.18_01	3XMM J165410.0-414930	5.9665098854809E+018	16 54 10.063	-41 49 30.12	1630.918	1484.109	1809.105	2.723E-12	-5.22	32.938	39.283	 HD 152248
253.5826	-41.83593889	 343.48+01.15_01	3XMM J165419.8-415009	5.96650909520726E+018	16 54 19.824	-41 50 09.38	1595.4	1449.539	1773.033	3.945E-13	-6.329	32.08	38.155	 V1034 Sco
253.5149625	-41.79164167	 343.48+01.22_01	3XMM J165403.5-414729	5.96651022907834E+018	16 54 03.591	-41 47 29.91	1714.439	1578.991	1874.659	6.553E-13	-5.347	32.363	39.199	 HD 152233
253.60815833	-41.83219167	 343.49+01.14_01	3XMM J165425.9-414955	5.96650926700556E+018	16 54 25.958	-41 49 55.89	1556.337	1451.271	1677.43	2.793E-13	-5.774	31.908	38.688	 HDE 326331
253.63334583	-41.80523889	 343.52+01.14_01	3XMM J165432.0-414818	5.96650943880427E+018	16 54 32.003	-41 48 18.86	1549.621	1431.833	1688.02	1.694E-13	-5.968	31.687	38.49	 HD 152314
253.49995417	-41.714675	 343.53+01.28_01	3XMM J165400.0-414252	5.9665226673037E+018	16 53 59.989	-41 42 52.83	1903.886	1735.439	2107.525	2.969E-13	-5.896	32.11	38.741	 HD 152218
253.5479875	-41.64193333	 343.61+01.30_01	3XMM J165411.5-413830	5.96652441965039E+018	16 54 11.517	-41 38 30.96	1850.017	1671.48	2069.977	3.989E-13	-5.763	32.213	38.849	 HD 152247
253.52208333	-41.079475	 344.03+01.67_01	3XMM J165405.3-410446	5.96956415700813E+018	16 54 05.300	-41 04 46.11	1411.813	1317.685	1520.105	2.841E-13	-5.833	31.831	38.545	 HD 152246
253.74377083	-41.15085556	 344.08+01.49_01	3XMM J165458.4-410903	5.96656348667514E+018	16 54 58.505	-41 09 03.08	2155.846	1703.939	2899.436	1.308E-13	-5.18	31.862	39.565	 HD 152408
259.72238333	-38.853675	 348.67-00.79_01	3XMM J171853.3-385112	5.97265880120057E+018	17 18 53.372	-38 51 13.23	5557.651	4403.323	7311.61	4.331E-13	-5.932	33.204	39.636	 ALS 18769
259.76848333	-38.81801944	 348.72-00.80_01	3XMM J171904.5-384903	5.9726596558645E+018	17 19 04.436	-38 49 04.87	2826.503	2463.099	3309.091	3.725E-12	-5.834	33.552	39.147	 ALS 18748
259.77318333	-38.813875	 348.73-00.80_01	3XMM J171905.5-384849	5.9726596902238E+018	17 19 05.564	-38 48 49.95	10710.176	8202.281	14083.759	4.502E-13	-6.283	33.791	39.855	 ALS 4067
259.7751125	-38.77913333	 348.76-00.78_01	3XMM J171906.0-384645	5.97266062226752E+018	17 19 06.027	-38 46 44.88	2072.04	1834.832	2377.191	1.202E-12	-5.596	32.791	39.115	 ALS 18747
258.83019583	-33.54841667	 352.59+02.87_01	3XMM J171519.2-333254	5.97900820598648E+018	17 15 19.247	-33 32 54.30	990.449	868.633	1151.264	1.022E-12	-5.228	32.079	38.842	 HD 155806
263.67704583	-32.58165833	 355.67+00.05_01	3XMM J173442.5-323454	4.05461855961116E+018	17 34 42.491	-32 34 53.97	6646.418	3993.495	10748.95	6.825E-12	-5.194	34.557	40.529	 HD 159176
